PredSIT,X,Y
1.4397384,524258.57182126376,645600.3184149106
1.4585702,549150.3974445686,645601.7420382329
1.449972,574042.3912559821,645603.2313583548
1.50088,598934.5608130001,645604.7863308963
1.5032077,623826.9136643407,645606.4069094807
1.4479355,648719.4573496229,645608.0930457889
1.4608103,673612.1993989502,645609.844689526
1.8063169,-695391.7109646098,620718.7755590143
1.7852393,-670498.8533593854,620717.0359405914
1.7895471,-645606.2007509434,620715.3592762081
1.8010232,-620713.7456158678,620713.7456158678
1.7744842,-595821.4804209083,620712.1950076836
1.7882942,-570929.3976233702,620710.7074978882
1.7990022,-546037.4896714642,620709.2831308108
1.8156759,-521145.74900467205,620707.921948849
1.791458,-496254.1680542402,620706.6239926087
1.7175397,-471362.73924336594,620705.3893006718
1.7031586,-446471.4549877736,620704.2179098333
1.7683907,-421580.3076959543,620703.1098549297
1.747137,-396689.2897696436,620702.0651689732
1.7742146,-371798.3936041239,620701.0838830362
1.7749122,-346907.611588596,620700.1660262337
1.7732086,-322016.9361066819,620699.3116259241
1.7446419,-297126.35953668616,620698.5207075281
1.7569194,-272235.87425197545,620697.793294505
1.7506878,-247345.47262144013,620697.129408521
1.7850782,-222455.147009799,620696.5290693006
1.7481157,-197564.88977799844,620695.9922946573
1.7442324,-172674.69328360396,620695.5191005236
1.7294505,-147784.54988119545,620695.1095010224
1.7537875,-122894.4519226915,620694.7635082784
1.7287365,-98004.39175778044,620694.4811326114
1.7152146,-73114.36173425932,620694.2623823291
1.6359316,-48224.35419845411,620694.1072639792
1.7064921,-23334.361495570596,620694.0157821857
1.661426,1555.624029924179,620693.9879396133
1.6521213,26445.610033914698,620694.0237371771
1.6602687,51335.60417226303,620694.1231737266
1.6029025,76225.6141004302,620694.2862463604
1.5921133,101115.6474730847,620694.512950169
1.5472028,126005.71194376265,620694.8032785375
1.5317988,150895.81516441668,620695.1572227058
1.5923016,175785.96478512432,620695.5747722546
1.5182859,200676.1684536352,620696.0559147331
1.552221,225566.43381503806,620696.6006358644
1.5342406,250456.76851136546,620697.2089194715
1.5067784,275347.1801811938,620697.8807474381
1.4933904,300237.6764593075,620698.6160998133
1.503483,325128.2649763303,620699.4149548133
1.4961103,350018.9533582289,620700.2772885934
1.4863534,374909.7492260904,620701.2030755612
1.4872816,399800.6601956293,620702.1922881575
1.5092986,424691.6938768744,620703.2448969713
1.4449574,449582.8578737641,620704.3608706997
1.4554275,474474.15978374553,620705.5401761141
1.5033556,499365.60719744785,620706.7827781363
