PredSIT,X,Y
1.5123259,374908.8108060056,595809.4379199184
1.5082592,399799.6596281549,595810.387694877
1.4955542,424690.6311917687,595811.3983386351
1.4919522,449581.7331026403,595812.4698211465
1.4908247,474472.9729600663,595813.6021105101
1.4896683,499364.35835653445,595814.7951730615
1.468596,524255.8968772807,595816.0489732893
1.4845953,549147.5960999338,595817.3634738661
1.4751636,574039.4635941363,595818.7386356479
1.5037541,598931.5069211627,595820.1744176762
1.5243777,623823.733633537,595821.6707771686
1.5307674,648716.1512746799,595823.2276695502
1.4977919,673608.7673784806,595824.8450484016
1.4939128,698501.5894689099,595826.5228654621
1.5063523,723394.6250597688,595828.2610707346
2.033372,-745174.4289132197,570937.4016934268
2.0552025,-720281.2594178271,570935.6851108901
2.0718,-695388.3100400852,570934.0263640063
2.0637853,-670495.5732737747,570932.4255022618
2.0613964,-645603.0416020439,570930.8825733728
2.0647984,-620710.7074978885,570929.39762337
2.05341,-595818.5634243912,570927.9706964795
2.0332336,-570926.6018352396,570926.6018352394
2.0460482,-546034.8151749964,570925.2910804098
1.9968935,-521143.19587953086,570924.0384710083
1.9907328,-496251.7363763938,570922.8440443152
1.9498848,-471360.42908523156,570921.7078359076
1.9288298,-446469.2664180695,570920.6298795523
1.8855442,-421578.2407798368,570919.6102073804
1.8495277,-396687.34456851735,570918.648849592
1.8236105,-371796.57017587294,570917.7458349186
1.8053026,-346905.90998744505,570916.9011901004
1.8085842,-322015.35638322646,570916.1149403098
1.8094213,-297124.901737854,570915.3871088609
1.7714604,-272234.5384211036,570914.7177174008
1.8035481,-247344.2587982133,570914.1067858138
1.7927426,-222454.05523027526,570913.5543322447
1.8025632,-197563.92007460946,570913.0603730843
1.8003007,-172673.84568516476,570912.6249230229
1.796963,-147783.82441287098,570912.247994986
1.7651625,-122893.84860604156,570911.9296002183
1.771115,-98003.91061070737,570911.6697480907
